student_pk,person_uid,profile_academic_year,profile_academic_year_desc,profile_academic_period_desc,profile_college,profile_college_desc,profile_residence,profile_residence_desc,profile_high_school_percentile,profile_highest_sat_math,profile_highest_sat_writing,profile_highest_sat_crit_read,profile_highest_act_english,profile_highest_act_math,profile_highest_act_reading,profile_highest_act_sci_reason,profile_highest_act_composite,profile_highest_act_englwrit
1062,1482873,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,68,480,470,540,,,,,,
3914,1496895,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,99,,,,25,26,32,27,28,22
6295,1513080,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,720,590,550,,,,,,
5684,1514216,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,90,620,620,550,,,,,,
196,1464851,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,570,540,580,20,25,23,25,23,21
6434,1544085,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,31,34,27,30,31,30
2076,1475615,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,720,580,620,28,32,23,30,28,26
6503,1514848,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,67,510,460,430,,,,,,
4979,1473104,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,550,580,630,,,,,,
1614,1494032,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,76,,,,27,28,26,24,26,26
6210,1507681,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,410,380,420,16,19,17,19,18,16
5871,1560531,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,81,,,,27,24,27,28,27,26
4800,1466542,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,88,,,,31,29,30,33,30,28
6171,1551524,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,800,430,410,,,,,,
114,1499240,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,,,,20,27,23,24,23,21
3074,1461105,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,480,560,550,23,18,22,23,22,22
2302,1462639,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,680,440,570,21,29,29,25,26,19
294,1499197,2016,Academic Year 2015-2016,Fall 2015,EV,Div of Environ & Ecol Engr,N,Non-Resident,,,,,35,29,35,31,33,33
2030,1496441,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,79,580,490,530,23,24,24,28,25,21
3056,1469226,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,500,500,420,,,,,,
5957,1519456,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,20,17,20,23,20,21
2150,1511906,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,78,610,600,570,,,,,,
4523,1493580,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,65,,,,26,27,27,23,26,25
134,1434199,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,99,610,620,650,,,,,,
5609,1497643,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,740,720,680,30,35,34,32,33,28
367,1490338,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,550,650,610,,,,,,
6425,1553268,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,750,660,630,,,,,,
6255,1548136,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,F,Foreign,,,,,,,,,,
5852,1554638,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,700,640,570,,,,,,
6743,1513832,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,76,610,600,590,28,26,25,27,27,26
6184,1504033,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,F,Foreign,,530,550,470,,,,,,
211,1468213,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,42,550,420,510,19,28,18,23,22,19
5631,1494502,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,510,530,580,22,23,30,26,25,23
4307,1467340,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,24,29,26,28,27,23
5470,1504079,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,85,520,600,560,,,,,,
4565,1483141,2016,Academic Year 2015-2016,Fall 2015,V,Veterinary Technology,R,Resident,,590,590,560,,,,,,
6557,1551428,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,,,,27,29,20,27,26,24
2960,1474170,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,85,630,640,640,33,30,28,29,30,32
1996,1375903,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,640,600,630,,,,,,
5570,1553521,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,600,570,520,,,,,,
2953,1479298,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,74,610,590,570,,,,,,
274,1463656,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,560,550,590,30,31,32,28,30,28
1321,1404039,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,,680,680,640,31,31,34,31,32,
3035,1372513,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,94,630,510,580,21,26,26,26,25,22
4151,1478825,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,,,,31,29,32,28,29,27
5584,1491326,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,,670,630,550,25,29,24,26,26,24
115,1385779,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,97,540,510,650,,,,,,
840,1509449,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,89,770,560,620,,,,,,
4603,1518314,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,760,620,560,,,,,,
3996,1496060,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,600,580,580,,,,,,
382,1509181,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,610,600,660,,,,,,
4031,1494203,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,35,35,33,34,34,31
3761,1526813,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,,,,24,28,25,20,24,25
4058,1529750,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,,,,16,29,18,21,20,16
4554,1524605,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,,,,25,31,21,24,25,23
2566,1460771,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,540,470,460,23,26,20,25,24,24
26,1432940,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,28,31,30,28,29,27
1471,1496953,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,,,,,35,31,33,33,33,31
3530,1499779,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,N,Non-Resident,,,,,34,33,33,30,33,31
5112,1523242,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,710,620,560,,,,,,
1684,1460850,2016,Academic Year 2015-2016,Fall 2015,V,Veterinary Technology,R,Resident,74,480,600,510,,,,,,
6180,1494738,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,680,540,590,30,26,22,26,26,24
6793,1514318,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,35,34,34,33,34,31
6496,1492672,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,92,580,550,710,,,,,,
6269,1526519,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,640,650,610,,,,,,
1368,1386358,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,98,580,570,510,,,,,,
1329,1474094,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,94,600,550,540,,,,,,
4234,1501503,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,96,710,540,720,,,,,,
1752,1507332,2016,Academic Year 2015-2016,Fall 2015,EV,Div of Environ & Ecol Engr,N,Non-Resident,98,730,800,720,36,36,33,36,34,33
345,1465620,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,,580,620,580,27,26,24,22,25,28
2066,1461962,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,74,540,520,490,23,21,17,21,21,25
5033,1508929,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,690,640,630,,,,,,
5366,1534612,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,98,590,550,550,,,,,,
379,1504031,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,F,Foreign,,,,,26,35,30,28,30,25
710,1454084,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,92,580,460,550,20,28,28,25,25,20
3274,1456192,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,R,Resident,99,660,550,620,,,,,,
6749,1540509,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,,,,,,
2937,1436114,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,,,,23,27,21,22,23,22
2838,1460880,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,93,730,640,660,,,,,,
1087,1382139,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,,610,590,500,25,30,25,26,27,26
2358,1480101,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,88,520,490,520,,,,,,
2405,1532968,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,50,620,550,560,,,,,,
1199,1383641,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,,,,32,31,33,31,30,28
449,1476460,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,95,,,,34,27,34,31,32,32
4702,1499773,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,83,640,550,560,32,29,29,25,28,26
6232,1485102,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,96,470,510,610,,,,,,
6454,1548087,2016,Fall 2015,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,500,500,490,,,,,,
5766,1552669,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,,,,,,,,,
6009,1549257,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,660,530,420,,,,,,
2005,1433976,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,83,580,610,620,25,23,27,25,25,
5452,1479142,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,790,630,720,,,,,,
2826,1401577,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,76,650,500,640,,,,,,
6839,1554248,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,770,600,640,,,,,,
3922,1528139,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,49,,,,32,32,30,27,29,27
5807,1513249,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,,,,,,
3166,1505357,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,,,,31,24,27,25,27,29
807,1385506,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,640,580,570,26,29,24,25,26,26
299,1504590,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,660,580,540,24,34,21,20,25,22
6223,1568403,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,490,290,430,,,,,,
1577,1455337,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,670,660,710,,,,,,
2868,1463808,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,710,560,620,31,33,36,29,32,29
6242,1523459,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,670,720,630,,,,,,
3624,1512971,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,620,640,570,,,,,,
224,1468746,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,82,520,440,610,21,24,28,24,24,18
5918,1536068,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,630,660,580,,,,,,
6065,1523841,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,690,670,500,,,,,,
1874,1389348,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,,520,600,520,,,,,,
1608,1510514,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,99,,,,26,27,32,32,29,26
3353,1545170,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,,,,27,35,21,29,28,24
3178,1468816,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,730,720,680,,,,,,
2124,1468307,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,88,590,570,600,,,,,,
1107,1508738,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,680,650,510,,,,,,
5286,1511997,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,,680,600,660,,,,,,
5544,1499517,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,98,800,710,750,,,,,,
927,1453828,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,99,630,620,650,30,34,31,27,29,27
6213,1546167,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,,,,,,
2652,1387247,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,,,,,30,25,27,24,27,28
5391,1474627,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,,,,31,23,31,25,27,27
4681,1479566,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,98,660,620,640,28,31,30,29,30,26
1058,1451167,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,62,560,590,560,24,26,18,25,23,23
92,1474072,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,90,540,420,440,,,,,,
101,1462920,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,500,470,500,26,24,26,25,24,26
1913,1469055,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,670,600,620,,,,,,
681,1506028,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,91,730,690,710,,,,,,
4628,1499754,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,,590,560,470,25,29,27,32,28,24
188,1375787,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,750,710,670,33,27,25,25,28,
4856,1461122,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,90,640,590,590,,,,,,
5015,1500675,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,640,500,600,25,30,21,30,27,22
5686,1513876,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,32,32,33,26,31,29
5476,1494256,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,,,,25,25,32,25,26,25
1585,1497997,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,79,480,580,550,,,,,,
3105,1463119,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,98,650,530,600,33,30,27,31,28,30
799,1304037,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,72,,,,29,29,32,29,29,26
6343,1544173,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,640,570,420,,,,,,
5731,1496145,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,690,640,740,,,,,,
928,1464508,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,N,Non-Resident,,660,640,660,32,29,31,32,30,28
2401,1497806,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,88,750,650,740,,,,,,
944,1499860,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,98,570,490,590,,,,,,
4078,1496690,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,,,,34,35,32,29,33,31
1188,1469284,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,33,470,400,400,21,24,20,23,22,19
6149,1516261,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,750,740,670,,,,,,
1403,1469608,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,90,620,560,580,,,,,,
4484,1507602,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,97,570,580,610,,,,,,
4721,1497447,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,,720,680,690,,,,,,
3594,1526490,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,690,610,670,,,,,,
1459,1469048,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,92,640,610,720,,,,,,
3386,1515160,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,F,Foreign,,,,,26,28,29,27,28,25
2061,1464234,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,81,710,690,600,34,30,26,24,29,32
1538,1375550,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,,770,690,730,33,33,33,35,34,31
3872,1472955,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,87,610,590,660,,,,,,
6379,1513778,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,,,,34,33,31,28,30,33
4081,1496246,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,580,470,570,,,,,,
5522,1506376,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,N,Non-Resident,99,670,660,650,,,,,,
2528,1469475,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,,,,24,27,26,32,27,24
1743,1464159,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,35,31,34,35,34,32
4312,1487915,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,58,,,,26,23,24,21,24,24
1719,1473787,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,87,640,560,620,,,,,,
2955,1503598,2016,Fall 2015,Fall 2015,M,School of Management,N,Non-Resident,,650,550,560,,,,,,
500,1453838,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,98,,,,25,30,31,29,27,24
5932,1553334,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,,,,25,27,24,26,26,25
4325,1501865,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,700,570,530,,,,,,
4733,1492258,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,36,470,570,540,,,,,,
3610,1461062,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,620,640,690,34,34,30,28,31,29
1060,1453597,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,R,Resident,88,780,660,650,32,31,33,35,33,29
6819,1472854,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,800,610,590,,,,,,
1439,1464317,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,,,,,28,28,28,32,29,24
4148,1451520,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,95,610,520,530,34,33,31,33,33,31
785,1501326,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,800,670,520,,,,,,
2503,1462355,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,56,680,680,630,28,29,32,26,29,27
6482,1513193,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,620,570,500,,,,,,
